ROCO_CLEF_07350	C0203126;C0203051
ROCO_CLEF_05608	C1692321;C1553386;C0006826;C0458827;C0702249;C0178987;C0332448;C0040578
ROCO_CLEF_46043	C1962945;C1548003;C1561542;C0751438;C0043299;C0025344
ROCO_CLEF_41552	C0032743;C0024109;C0429964;C1328685;C0441633;C0429986;C1290940
ROCO_CLEF_39609	C0228505;C0027530;C1306232;C0334044;C0412555;C0041618;C1955929;C0441633
ROCO_CLEF_04705	C0075414;C0612235;C0275586;C0031753;C0018827;C4050469
ROCO_CLEF_13629	C0228126;C0521401;C0751438;C0039487;C2985765;C0796494;C0935456
ROCO_CLEF_46266	C1552858;C0015252;C0037949;C0007876;C0728940;C0184905
ROCO_CLEF_50989	C0028778;C0002978;C0040395;C4255126;C0034579;C1548816;C0854571;C3891555;C0025474;C0040405;C0003842
ROCO_CLEF_00449	C0025066;C0521530;C0796494
ROCO_CLEF_27321	C1552826;C0227665;C0030797;C0441633;C0022646;C0003842
ROCO_CLEF_08748	C0683312;C0520594;C0226964;C1522577;C0521174;C1718271;C0027627;C0040132;C4255448;C0076638;C0456533;C0746922;C0006901;C2939420;C0543467;C1458156;C1561543;C0935624;C0117002;C0227296;C3539923;C0233407;C0024202;C0175676;C0029266;C0041618;C1300072
ROCO_CLEF_18222	C0921176;C3496276;C2745965;C0772294;C1546844;C0525187;C1553500;C0017181;C3496275;C0221198;C3496277
ROCO_CLEF_36962	C0286840;C3244287;C0018670
ROCO_CLEF_18751	C0228505;C0175659;C0684254;C0076638;C0041618;C0349674;C0226964;C0935624;C0117002;C0006901;C0227296;C0040132
ROCO_CLEF_58006	C1261381;C0027530;C0549207;C0037949
ROCO_CLEF_11645	C0221874;C0525187;C0921176;C1176472
ROCO_CLEF_32500	C0521428;C0607422
ROCO_CLEF_23702	C0607422
ROCO_CLEF_36147	C0184666;C0228491;C0228466;C0007765;C0018670
ROCO_CLEF_43862	C0009429;C0376495;C3887704;C0087111
ROCO_CLEF_38418	C0037855;C0039591;C0241353;C0855815;C0241351
ROCO_CLEF_29732	C1963113;C0041600;C0013769;C0751438;C0332568;C0150312
ROCO_CLEF_42877	C0040395;C0729233;C0202165;C0935598;C1561542;C0037949;C2115817;C0817096;C0542560
ROCO_CLEF_20596	C0021853;C0000726
ROCO_CLEF_50121	C0013687;C1546613;C0030797;C0224418;C1305866
ROCO_CLEF_59500	C0027530;C0225516;C0262950;C0118228
ROCO_CLEF_02089	C1185738
ROCO_CLEF_06589	C1320102;C0003842
ROCO_CLEF_09828	C0013687;C1963113;C1962945;C1548003;C0035561;C0043299;C0817096;C1546613
ROCO_CLEF_26761	C2605207;C1550227;C0037303;C0184906;C3244072
ROCO_CLEF_59280	C0677554;C0003842
ROCO_CLEF_09229	C0039503;C0030647;C0022742;C0934502;C0935598;C1571886;C2827755
ROCO_CLEF_03799	C1254042;C0746961;C0678723;C0523807
ROCO_CLEF_15367	C1293134;C0700124;C1322279;C0817096;C0935616
ROCO_CLEF_30773	C0005558
ROCO_CLEF_15828	C0027530;C0040408
ROCO_CLEF_02402	C0751437;C2242558;C3263723;C1861265;C3203359;C0015392;C1551379;C0751438;C0374082;C0017181;C0700185;C0333581
ROCO_CLEF_68449	C0028778;C0042070;C0012725
ROCO_CLEF_23904	C0024109;C0003842
ROCO_CLEF_26300	C1533685;C1692321;C0079595;C0023884;C0332448;C0000726;C0021485;C0231881;C0702249
ROCO_CLEF_24542	C1515974;C0024687;C0007966;C1550227;C4284931;C4284930
ROCO_CLEF_01447	C0024109
ROCO_CLEF_32521	C0034619;C0009429;C1522449;C1524020;C0376495;C3887704;C0087111;C0009924;C0441633;C0449900
ROCO_CLEF_50139	C1552858;C0728940;C0015252;C0184905;C0007876
ROCO_CLEF_48182	C0040395;C0034579;C0024109;C0040405
ROCO_CLEF_65796	C0043299;C0817096;C1962945
ROCO_CLEF_56672	C0796494;C0039487;C0935456
ROCO_CLEF_32561	C1704457
ROCO_CLEF_01581	C0013839;C0180677;C1179694;C0301559;C0549207
ROCO_CLEF_25206	C0028778;C3244072;C1261287;C4255126;C0002978;C1548816;C0854571;C3891555;C0003842
ROCO_CLEF_46549	C1263136;C0025663;C1139930
ROCO_CLEF_22011	C1522577;C1514893;C0038351;C0000726;C1561538
ROCO_CLEF_10584	C2939420;C0412555;C0041618;C0023884;C0000726;C1328685;C0027627
ROCO_CLEF_45461	C0003483;C0034606;C0013303;C0441633
ROCO_CLEF_07352	C1881209;C0175325;C0240795;C0556030;C1522577;C0029126;C0751440;C1561542;C0231519;C4283785;C1514893;C2347268
ROCO_CLEF_40645	C0028429;C0772294;C0009924;C0441633;C0221198;C0449900
ROCO_CLEF_02094	C0228126;C0521401;C0228174;C0006104;C1561538;C1305866;C2985765;C0009924;C0231881;C0449900
ROCO_CLEF_32708	C0002978
ROCO_CLEF_53339	C2951888;C0037303
ROCO_CLEF_23591	C0022742;C1561542
ROCO_CLEF_29500	C0751437;C1551396;C0005847;C0087086;C1547298;C0150312;C0003842
ROCO_CLEF_18283	C0038351;C0224155
ROCO_CLEF_64527	C0751437;C0751438
ROCO_CLEF_52076	C0524466;C0040395
ROCO_CLEF_47399	C0013687;C1546613;C4049705;C4049706;C4321335;C0037004;C4085643;C0018670
ROCO_CLEF_43185	C0013687;C0040395;C0034579;C0025066;C0521366;C0817096;C1546613;C0040405
ROCO_CLEF_44428	C0034619;C1524020;C0032743;C1522449;C0342952;C0006826;C0023884;C0033363;C3242263;C0016538;C0243144;C3263723;C1524004
ROCO_CLEF_36068	C0024947;C1261381;C0004454;C0262950
ROCO_CLEF_45702	C0013303;C0038351;C0000726;C1829459;C0543467
ROCO_CLEF_32161	C0032326;C1962945;C0238404;C0043299;C0817096;C1548003;C1963215;C1829459
ROCO_CLEF_05833	C0015252;C0037949;C0817096;C1552858;C0040405;C0040395;C0935598;C0728940;C0027530;C0441107;C0034579;C0521366;C0007876;C0040578;C0175730;C0729233;C0184905
ROCO_CLEF_15109	C0001575;C1861265;C0029939;C0040480;C0017181;C0231881
ROCO_CLEF_05293	C0022983;C0542560;C0947630;C1829459
ROCO_CLEF_33342	C0040395;C0034579;C0441633;C0040405;C0018670
ROCO_CLEF_36573	C0228505;C0033363;C0016538;C0024109
ROCO_CLEF_29760	C0010280;C1553386;C0772294;C0933845;C0934502;C0006104;C0221198
ROCO_CLEF_11954	C1561528;C1552826;C1561538;C0019993;C0024109;C0796494;C0441633
ROCO_CLEF_30446	C0817096
ROCO_CLEF_66542	C0424530;C1962945;C0037303;C0043299;C2951888;C0262950
ROCO_CLEF_66484	C0040578;C1260969;C0202165
ROCO_CLEF_50310	C1962945;C1548003;C0228391;C0043299;C0019552;C0162370
ROCO_CLEF_07292	C0040184;C0751438
ROCO_CLEF_67696	C1275491;C1515974;C0025663;C0228391;C0019552;C4284930;C0596463;C4284931;C3263723
ROCO_CLEF_01268	C0009813;C1552826;C1261287
ROCO_CLEF_38443	C0809794;C0596601;C0677554;C0687713;C0184122
ROCO_CLEF_68195	C1514918;C0042449;C0013812;C0152060;C0015811;C1546572;C1550631
ROCO_CLEF_10983	C0237058
ROCO_CLEF_41955	C1962945;C0040399;C0021102;C0021107;C0043299;C1548003;C0262950
ROCO_CLEF_34247	C0027530;C0040399;C0222720;C0524466;C0921177;C0935598;C0230467;C1184145
ROCO_CLEF_42157	C0032743;C0772294;C0023884;C1328685;C0221198;C0022646
ROCO_CLEF_53839	C1527075;C1962945;C1548003;C0558347;C0043299;C0543467
ROCO_CLEF_65650	C0921176;C0037303;C0524466;C0935456;C0525187;C2951888;C0039487;C0796494
ROCO_CLEF_68527	C0001811;C0079595;C0887832;C0011923
ROCO_CLEF_31273	C0740422;C0034770;C0224155;C0751438;C0038351;C0332148;C0796494;C0009924;C0449900
ROCO_CLEF_19155	C0015385;C0817096
ROCO_CLEF_40595	C0015252;C0007876;C0031753;C0018827;C1552858;C0741302;C0228703;C0025462;C0728940;C0025991;C2355627;C0228192;C1515974;C4284931;C0184905;C4284930
ROCO_CLEF_09347	C0175676;C0202165;C0041618
ROCO_CLEF_16261	C0013687;C1546613;C0040395;C0031050;C0034579;C0817096;C0265124;C0040405
ROCO_CLEF_61160	C1458156;C1552858;C0015252;C0007876;C0441633;C0728940;C0184905
ROCO_CLEF_09450	C4283785;C0596790;C1514893;C0087111;C0817096;C0033972
ROCO_CLEF_12013	C0175649;C1306232;C4227884;C1261381;C0525024;C0854217;C0262950
ROCO_CLEF_31501	C1963113;C0728733;C1522662;C0040184;C0185023
ROCO_CLEF_07518	C0025148;C0027530;C0935598;C1305694;C0039441;C0032639;C0025462;C0441633
ROCO_CLEF_25841	C0038293
ROCO_CLEF_44013	C0002978;C0182209;C0021485;C1705273;C0228174;C0031843;C0007765;C0545733;C0028778;C1550512;C0854571;C1533685;C0549207;C0006121;C0006104;C0003842;C0031873;C0124688
ROCO_CLEF_55313	C1261287;C0003483;C2004489;C0031843;C0232605;C0554756
ROCO_CLEF_10873	C4281720;C2939420;C0202083;C1328685;C0030305;C0040405;C0027627;C0040421;C0040395;C0233929;C0700164;C0008311;C0202081;C0201467;C0027530;C0687702;C0202084;C0202087;C0202086;C0034579;C1963198;C0850992;C0441633;C0553533;C0836921;C2825347;C0577612;C2985765
ROCO_CLEF_18351	C0043299;C1269845;C1962945;C0025066;C0817096
ROCO_CLEF_37444	C0476089;C2827990;C0014180
ROCO_CLEF_65929	C0751437;C0015027;C0024947;C0034770;C0012725;C0004454;C0441633
ROCO_CLEF_49456	C0087086;C2355627;C0018827;C0231881
ROCO_CLEF_10555	C1261287;C0239064;C1552713;C1561542;C1456822;C0311395;C0441633;C1552654
ROCO_CLEF_11649	C1550227;C0770655;C0606665;C0918012;C0037949
ROCO_CLEF_50175	C1293284;C0841296;C0772294;C1293304;C0845672;C0076638;C0441513;C0565460;C0198062;C0040132;C0221198;C0086972;C1285092;C0117002;C0524865
ROCO_CLEF_37639	C1963113;C0015252;C1561542;C0521530;C0027342;C0728940
ROCO_CLEF_06076	C0028429;C2242558;C1551379;C0374082;C0037884;C0700185;C0333581;C0441633
ROCO_CLEF_02305	C0043299;C1548003;C1561542;C1962945
ROCO_CLEF_34187	C0035110;C0034770;C0949626;C3244306;C0227665;C0456824;C0005682;C0403608;C0022646;C0543467;C0118228
ROCO_CLEF_39772	C0231881;C0002978
ROCO_CLEF_49239	C1444662;C0935598;C0037949;C0817096;C0150312;C0606665;C0233494;C0729233
ROCO_CLEF_47779	C0023884;C0521428;C0277556
ROCO_CLEF_57117	C1963113
ROCO_CLEF_03682	C0006141;C0929301;C0042449;C3244072;C0817096;C1546572
ROCO_CLEF_53302	C0376495
ROCO_CLEF_42927	C0008913;C1963113;C0009429;C4049977;C3887704;C0376495;C0043299;C0087111;C0242428;C1962945;C0441636
ROCO_CLEF_37713	C0231519;C2347934;C0180921;C0240795;C0042449;C0556030;C0021102;C0016356;C0021107;C0751438;C1947919;C0185125;C0185026;C2347268;C1293132
ROCO_CLEF_32492	C0751437;C2115817;C0729233;C1962945;C0040399;C0549207;C0033363;C0037949;C0043299;C0016538;C0817096;C1548003
ROCO_CLEF_53103	C0030797;C0243144;C0441633
ROCO_CLEF_21586	C0524466;C0935456;C0039487;C0262950;C0233494
ROCO_CLEF_20380	C3891555;C4255126;C0002978;C1548816;C0024109
ROCO_CLEF_15976	C0412297;C0009429;C0376495;C3887704;C0087111;C0003844;C1955540;C0524425;C0018670
ROCO_CLEF_03103	C1553386;C0009368;C0607422;C0036037
ROCO_CLEF_51822	C0228174;C0006104;C0205161;C2985765
ROCO_CLEF_48245	C1963113;C0040395;C0034579;C0038435;C0441633;C0040405
ROCO_CLEF_52062	C0728940;C0772294;C0015252;C0009924;C0184913;C0221198;C0449900
ROCO_CLEF_35495	C1306232;C0024109;C0075176;C0184252;C1186983
ROCO_CLEF_17768	C0334044;C0227665;C0022646
ROCO_CLEF_30227	C1561528;C0947630;C0543467;C0024109;C0441633
ROCO_CLEF_02756	C0699493;C0002978;C0817096;C0003842
ROCO_CLEF_61728	C1261287;C0920995;C0935598;C0947630;C1293131;C0549207;C1301725;C0751438;C1563337;C1609436;C0022983;C0606665;C0064631
ROCO_CLEF_23878	C1963113;C1318154;C0026367
ROCO_CLEF_39646	C0446516;C0027627;C0020164;C1140618;C0018283;C0016536;C0262950;C0036679
ROCO_CLEF_30890	C0262950
ROCO_CLEF_07763	C0935572;C0032009;C0935598;C0006104;C0231881
ROCO_CLEF_09810	C0026367;C0024947;C0034579;C0024687;C1704302;C0004454;C0723338
ROCO_CLEF_27092	C0796095;C0817096;C2936859;C0018827;C4319531;C0024109;C2985765;C2936904;C2355627;C0005682;C0729233;C0003483;C0011906;C0460005;C0545131;C0796110;C0003842;C1185740
ROCO_CLEF_01845	C4255126;C0549207;C0002978;C1548816;C3891555;C0038257;C0003842
ROCO_CLEF_49396	C0026654;C3244072;C1552826;C0741968;C0002978;C0228174;C0006104;C0124688;C0231881;C0003842
ROCO_CLEF_09858	C0031809;C0184661;C0175676;C0041618;C0011900;C3538935;C0203463;C3539779
ROCO_CLEF_65998	C0013516;C1185729;C0003483;C0203378;C0203379;C0183129;C0184252;C1186983;C0221533;C0013524
ROCO_CLEF_67698	C0687028;C0016976;C0412555;C0041618;C0005388;C0153452;C0750852;C1550227
ROCO_CLEF_38785	C0441633;C0607422;C0037993
ROCO_CLEF_11946	C0729233;C1962945;C1548003;C4331837;C0337196;C0043299;C0332768;C0015811;C0000726;C0817096;C0018670
ROCO_CLEF_43286	C1963113;C1962945;C1548003;C0036277;C0043299;C0037004
ROCO_CLEF_45631	C1962945;C1548003;C0043299;C0162370;C0262386;C0185044
ROCO_CLEF_60611	C0221874;C1522411;C3244315;C1709311;C0041618;C0035139;C0398266;C0441587;C0015811;C0007431;C0003842
ROCO_CLEF_00413	C0043299;C1548003;C0000726;C1962945
ROCO_CLEF_02488	C0034579;C0040395;C0841296;C0205950;C0037303;C0845672;C0565460;C2951888;C0198062;C1293304;C2930936;C1293284;C0441633;C0524865;C0040405;C0441513;C0018670
ROCO_CLEF_41193	C0237058;C0005682;C0009924;C0042070;C0449900
ROCO_CLEF_07037	C0751437;C3839460;C0022742;C1561543;C0015811;C0772294;C0524414;C0221198;C0262950;C0036679;C0118228
ROCO_CLEF_00364	C3244072;C0021853
ROCO_CLEF_64886	C0184661;C0772294;C0002978;C0723595;C3538935;C0221198;C3539779
ROCO_CLEF_54293	C0751437;C0028778;C0412297;C0040184;C1514893;C4283785;C0854571;C0003844;C1955540;C0678717;C0003842
ROCO_CLEF_51318	C1322279;C1550472;C0687028;C0700124;C0456824;C0005388;C3245511;C1550227;C0231881
ROCO_CLEF_54391	C1561528;C0041618
ROCO_CLEF_62058	C0175631;C0034770
ROCO_CLEF_55544	C0028778;C0013103;C0040395;C0042449;C1553386;C0034579;C0854571;C0009368;C0021853;C0607422;C0150312;C0025474;C0040405;C0124688
ROCO_CLEF_52689	C1561528;C1293134;C0027832;C0027831;C0027830;C0917817;C0262512;C0262926;C1305866;C1140621;C3540584
ROCO_CLEF_42892	C3151684;C1552713;C0678723;C0243107;C1552654
ROCO_CLEF_03317	C1962945;C1548003;C0034627;C0772294;C0043299;C0017547;C0221198
ROCO_CLEF_60918	C0741302;C0751587
ROCO_CLEF_19770	C0772294;C0006104;C0221198
ROCO_CLEF_25530	C0040395;C0034579;C0009368;C0000726;C0441633;C0040405
ROCO_CLEF_05175	C0036871;C0542492;C1148554
ROCO_CLEF_68732	C1550472;C0935598;C0222720;C0921177;C1184145
ROCO_CLEF_45416	C1180419;C0202165
ROCO_CLEF_34026	C3891555;C3263723;C0002978;C1548816;C0018670;C4255126;C3244072;C1550512;C0741968;C1548801;C0522224;C0037303;C0015392;C0003842
ROCO_CLEF_49736	C1322279;C0014245;C0226964;C0700124;C0412555;C0041618;C0038257;C0012359;C0227296
ROCO_CLEF_08815	C0040395;C0034579;C0005847;C0333139;C0021853;C0000726;C0025474;C0040405
ROCO_CLEF_20326	C0040405;C0441633;C0034579;C0040395
ROCO_CLEF_62736	C0013931;C0817096;C0024109;C0796494
ROCO_CLEF_41501	C0229730;C0028778;C0224240;C0002932;C1184808
ROCO_CLEF_00566	C0740422;C1293136;C0042149;C0175730;C1561528;C4084721
ROCO_CLEF_29589	C0772294;C1305866;C1176475;C1610719;C0152013;C0731002;C0185042;C0334344;C0543467;C0344441;C1547787;C0280096;C1266063;C0185023;C0006141;C0221198;C0237497
ROCO_CLEF_35880	C0013806
ROCO_CLEF_17018	C1692321;C0224155;C0038351;C0702249;C0607422;C0332448;C0441633
ROCO_CLEF_36953	C0009924;C0817096;C0449900
ROCO_CLEF_08564	C0227665;C0037993;C0817096;C0022646;C0729233
ROCO_CLEF_06144	C0723285;C0012725
ROCO_CLEF_18773	C0013516;C1458156;C0203378;C0203379;C1546601;C1704258;C0183129;C0012621;C0030685;C0087086;C0600083;C1140999;C0018827;C0221533;C0013524
ROCO_CLEF_01521	C1318154;C0013313
ROCO_CLEF_41065	C0278260;C0175723
ROCO_CLEF_09572	C0809794;C0596601;C0038351;C0687713;C0184122;C0577559
ROCO_CLEF_41709	C0751437;C0024947;C0003483;C0004454
ROCO_CLEF_34525	C0013516;C2243117;C0183129;C2355627;C0018827
ROCO_CLEF_15693	C0005847;C0027530;C0243032
ROCO_CLEF_09814	C0751437;C0040395;C0034579;C0040405;C0040578
ROCO_CLEF_19784	C0036277;C0772294;C0221198;C0262950
ROCO_CLEF_12855	C1261287;C0687028;C0030274;C1963198;C0871247;C0030305;C1550227;C0039259
ROCO_CLEF_41609	C0008913;C1963113;C1962945;C1548003;C0043299;C0118228
ROCO_CLEF_41305	C1962945;C1548003;C0228391;C0751438;C0043299;C0019552
ROCO_CLEF_39097	C0228174;C0006104;C0039729;C0723338
ROCO_CLEF_37208	C0013931;C0441610;C0002978;C1705199;C0024109;C0003842
ROCO_CLEF_62962	C0028429;C3539018;C0796561
ROCO_CLEF_37510	C0751437;C0394239;C1318154;C0003483;C0085623;C0232605;C0007800;C1963122;C0026649;C0412219;C0018790;C0004704;C1995642;C2004489;C0018827;C0027627;C0180979
ROCO_CLEF_66380	C1442948
ROCO_CLEF_00421	C1561528;C1578513;C0024687;C0262950
ROCO_CLEF_32659	C0022742;C1561538
ROCO_CLEF_54641	C0024947;C1962945;C1548003;C0772294;C0004454;C0043299;C0392148;C0150312;C4254354;C0221198
ROCO_CLEF_27337	C1548003;C1962945;C0772294;C0043299;C0817096;C0221198
ROCO_CLEF_05849	C0040395;C0034579;C4282132;C0441633;C0040405
ROCO_CLEF_49483	C0040395;C0034579;C1561542;C0000726;C0038257;C0034770;C0040405
ROCO_CLEF_64814	C0751437;C1552826;C1261287;C0687028;C1553386;C0006826;C0016976;C0751438;C0005388;C0153452;C1550227;C0008307
ROCO_CLEF_63834	C1551379;C0374082;C0720930;C0150312;C0333581;C2242558;C0022742;C0224498;C0700185;C0066780;C3252566;C0427896;C0056561;C0392148;C0124688
ROCO_CLEF_54737	C0013931;C0030650;C0042449;C0442797;C1522577
ROCO_CLEF_49674	C0000925;C0233256;C0309093;C1561542;C1514893;C0006104
ROCO_CLEF_36334	C0030650;C0034770;C1553386;C0042232
ROCO_CLEF_06408	C0002978;C0243032;C4084721;C0231881;C0228174;C1561538;C0009813;C3244072;C1261287;C0741968;C0751437;C0006104;C0019993;C0003842
ROCO_CLEF_42916	C0030274;C0027530
ROCO_CLEF_34720	C0043299;C0087153;C1306232;C1546767;C1548003;C1962945;C0042497;C0011900;C0231303;C0817096;C0024109
ROCO_CLEF_16315	C0441647;C0035298;C0035331
ROCO_CLEF_51025	C0013103;C0040395;C0034579;C0012621;C0175730;C0040405;C0543467;C0018670
ROCO_CLEF_12848	C0043299;C1533810;C1962945;C1548003;C0021102;C0021107;C0035139;C0441587;C1555302
ROCO_CLEF_44864	C0007531;C0000726;C0392148;C0150312
ROCO_CLEF_41072	C0228505;C0700124;C0006255;C1322279;C0796494;C0233656;C0012359
ROCO_CLEF_52276	C0005767;C1861265;C0005768;C0017181;C0025462;C0040395;C0034579;C0040405;C0441633;C0229664;C0018670
ROCO_CLEF_64190	C0700148;C0817096;C0024109
ROCO_CLEF_66437	C0040395;C1561540;C0034579;C0038925;C3714636;C0221874;C0817096;C0796494;C0441633;C0040405;C0040674
ROCO_CLEF_41165	C0223741;C0025526;C0224361;C1861360;C0223724;C0223736;C0223792;C0222682;C0018563;C0205161;C0441636
ROCO_CLEF_02929	C0040405;C0034579;C0040395;C0607422
ROCO_CLEF_20877	C0028778;C0002978;C0751438;C0854571;C1533685;C0021485;C0885378;C0003842
ROCO_CLEF_45638	C0723323;C0607422
ROCO_CLEF_62868	C0751437;C0013516;C1552858;C0003483;C0203378;C0203379;C0015252;C0183129;C0007876;C0003842;C0024109;C0184905;C0728940;C0221533;C0013524
ROCO_CLEF_46239	C1269845;C1962945;C1548003;C1546602;C0012817;C0043299;C0817096;C0441633;C0227391
ROCO_CLEF_24760	C1709311
ROCO_CLEF_19699	C0228505;C0024109
ROCO_CLEF_20297	C0033572;C0333262;C0772294;C0231881;C0221198
ROCO_CLEF_57287	C0041638;C0554756
ROCO_CLEF_52793	C0282443
ROCO_CLEF_08136	C0772294;C0034579;C0221198;C0024687
ROCO_CLEF_48200	C0085195;C0175676;C0772294;C0751438;C0600111;C0041618;C0221198
ROCO_CLEF_51066	C2586211;C0085623;C0878544;C1837350
ROCO_CLEF_51363	C0028778;C0203126;C0005682;C4255080
ROCO_CLEF_23277	C0175649;C1561542;C1318154;C0525024;C0003483
ROCO_CLEF_30001	C1552858;C0015252;C0007876;C0003707;C0728940;C0184905
ROCO_CLEF_13001	C0033061;C0124688
ROCO_CLEF_05217	C0018827;C2355627;C0935616;C0085623
ROCO_CLEF_70720	C0034770;C1962958;C0009924;C0241961;C0449900
ROCO_CLEF_36136	C3887704;C1552826;C0009429;C0376495;C3714636;C0087111;C0796494;C0041296;C1561538
ROCO_CLEF_02707	C1552858;C0935598;C0015252;C0014876;C0007876;C0038351;C0728940;C0184905
ROCO_CLEF_17329	C0935598;C0002978;C1705199;C0024109;C0003842
ROCO_CLEF_22694	C1269698
ROCO_CLEF_16029	C0000925;C0040395;C0040399;C0034579;C0947630;C0935598;C3244072;C0025663;C0040405
ROCO_CLEF_69553	C0641456;C0270337;C1829459
ROCO_CLEF_24505	C3854058;C0021102;C0817096;C1561538;C0021107
ROCO_CLEF_55774	C3244072;C0741302;C0772294;C4084721;C0079595;C0039259;C0221198;C0233494
ROCO_CLEF_24250	C0221874;C0017067;C0741302;C1258666;C0231881;C0441633
ROCO_CLEF_65348	C1322279;C3853789;C1610719;C0935598;C1705273;C0700124;C0336581;C0031843;C1550227
ROCO_CLEF_11776	C4255448;C0040395;C2939420;C0034579;C0034606;C0024109;C0441633;C0040405;C0027627
ROCO_CLEF_31202	C0796494;C0577559;C0607422
ROCO_CLEF_35877	C0002978;C0040395;C0841296;C0034579;C0845672;C0565460;C0198062;C1293304;C1293284;C0524865;C0040405;C0441513;C0003842
ROCO_CLEF_60098	C0700124;C0392148;C1322279;C0009566;C0224155;C4032686;C0038351;C0161768;C0441144;C0150312;C0236167;C0012359
ROCO_CLEF_03996	C1293284;C0841296;C0227665;C1293304;C0607422;C1995013;C0845672;C0441513;C0565460;C0198062;C0022646;C0935598;C0441633;C0524865;C0751437;C0000726
ROCO_CLEF_67194	C0043299;C1963113;C0441610;C1709311;C1548003;C0016129;C0223792;C0222682;C1962945
ROCO_CLEF_23461	C0040395;C2586211;C0034579;C0023884;C0025474;C0040405
ROCO_CLEF_40138	C0184666;C0013990;C1963113;C0035561;C0441633
ROCO_CLEF_53579	C0497156;C0024947;C0024202;C0004454;C0025066;C0744971;C0746922;C0817096
ROCO_CLEF_67274	C0024687;C0009924;C0577559;C0007776;C0022655;C0449900
ROCO_CLEF_65635	C0202165;C0020164;C0018670
ROCO_CLEF_55699	C3891555;C0015376;C0002978;C1548816;C4255126;C0003842;C0025474;C0009924;C0205161;C0449900;C0020885
ROCO_CLEF_43631	C0006104;C0227391
ROCO_CLEF_54944	C0079595
ROCO_CLEF_26773	C0224155;C0038351;C1533685;C0021485;C0009924;C0441633;C0449900
ROCO_CLEF_40715	C0215145;C2983924;C0182537;C0443306;C0021107;C0035139;C0087111;C0033972;C0029976;C1704454
ROCO_CLEF_63066	C0000925;C0040395;C0040405;C0034579;C0301559
ROCO_CLEF_10836	C3854058;C1524004;C3242263;C0441633
ROCO_CLEF_69888	C0013516;C0014121;C0183129;C0751438;C0014118;C0184252;C1186983
ROCO_CLEF_69982	C0022983;C0549207
ROCO_CLEF_23073	C3539779;C0184661;C3538935;C0554756
ROCO_CLEF_28512	C1744564;C1709311;C0441107;C0412555;C0041618
ROCO_CLEF_39378	C1265876;C0150312;C0029053;C0024109
ROCO_CLEF_46128	C0003707;C0231881;C0441633
ROCO_CLEF_26025	C1550278;C1305694;C0001629;C0025066;C0746922;C1328685;C0441633
ROCO_CLEF_07979	C0040405;C0034579;C0040395;C0018670
ROCO_CLEF_64398	C0040395;C1552858;C0034579;C0015252;C3203359;C0007876;C1861265;C0023884;C0017181;C0009924;C0728940;C0040405;C0184905;C0449900
ROCO_CLEF_57315	C0947630;C0006897;C0021853
ROCO_CLEF_48507	C1550472
ROCO_CLEF_58345	C0935598;C0037303;C0772294;C4084721;C2951888;C0441633;C0221198
ROCO_CLEF_05130	C1553496;C0558067
ROCO_CLEF_15207	C4255448;C0040395;C2939420;C0034579;C0023884;C0040405;C0027627
ROCO_CLEF_70618	C2936859;C0041600;C1548003;C1962945;C0007285;C0025526;C0722792;C0796095;C0043299;C2936904;C0043262;C0018563;C1293120;C1861360;C0796110
ROCO_CLEF_13393	C0751437;C0028778;C0854571;C3244287;C0520997;C0733564;C0441144;C0286840;C1318493;C0003842
ROCO_CLEF_06194	C0772294;C0006104;C0309093;C0221198;C1186763
ROCO_CLEF_09998	C0185060;C0687028;C1882619;C0456824;C0005388;C1546566;C3245511;C1550227;C0221287;C0040461
ROCO_CLEF_49623	C0441633;C0332767
ROCO_CLEF_17572	C0205039;C0006255;C0719022;C1550618
ROCO_CLEF_14266	C0024109
ROCO_CLEF_12726	C0040395;C0034579;C1962958;C0040405
ROCO_CLEF_49033	C1552826;C0002978;C0012725;C0228174;C0006104;C0003842
ROCO_CLEF_68553	C1553386;C0542560;C0015392;C0202165
ROCO_CLEF_50388	C0042449;C2586211;C0015392
ROCO_CLEF_39065	C1962945;C1548003;C0175662;C0043299;C1705199
